filename,page_num,global_page,heading,heading_level,excerpt
"27学霸笔记—方剂学.pdf",32,335,"活络效灵丹","short","活络效灵丹\n疡瘤积汇。组成：当归、丹参、乳香、没药（、酒）。速记：归参乳没\n丹参檀香与砂仁，活血行气止痛能。血气滞心胃痛，偏偏热此方真。附：心胸刺痛胃脘痛，痛有定\n丹参饮\n处拒按亘。组成：丹参、檀香、砂仁。速记：丹檀砂\n大黄座虫芩芍桃，地杏蛭虹草漆鳕。活血消瘤瘀生新，五劳虚极干血痨。附：腹满不食肌甲错，两目暗\n大黄虫丸\n黑体嬴瘦。组成：大黄、廣虫、水蛭、虫、螃鳕、干漆、桃仁、黄芩、杏仁、干地黄、芍药、甘草（、酒、蜜）"
"27学霸笔记—方剂学.pdf",32,335,"丹参饮","short","丹参饮\n处拒按亘。组成：丹参、檀香、砂仁。速记：丹檀砂\n大黄座虫芩芍桃，地杏蛭虹草漆鳕。活血消瘤瘀生新，五劳虚极干血痨。附：腹满不食肌甲错，两目暗\n大黄虫丸\n黑体嬴瘦。组成：大黄、廣虫、水蛭、虫、螃鳕、干漆、桃仁、黄芩、杏仁、干地黄、芍药、甘草（、酒、蜜）\n/335"
"27学霸笔记—方剂学.pdf",32,335,"大黄虫丸","short","大黄虫丸\n黑体嬴瘦。组成：大黄、廣虫、水蛭、虫、螃鳕、干漆、桃仁、黄芩、杏仁、干地黄、芍药、甘草（、酒、蜜）\n/335"
"27学霸笔记—方剂学.pdf",33,336,"学霸","short","学霸\n中医考研\n笔记\n方剂\n方歌\n(二)止血剂\n小蓟饮藕蒲归栀，淡竹草地通滑石。凉血止血利水淋，下焦尿血淋热施。附：尿中带血及频数，赤涩热\n小蓟饮子"
"27学霸笔记—方剂学.pdf",33,336,"中医考研","short","中医考研\n笔记\n方剂\n方歌\n(二)止血剂\n小蓟饮藕蒲归栀，淡竹草地通滑石。凉血止血利水淋，下焦尿血淋热施。附：尿中带血及频数，赤涩热\n小蓟饮子\n痛红数知。组成：小蓟、生地黄、蒲黄、藕节、滑石、木通、淡竹叶、栀子、当归、炙甘草"
"27学霸笔记—方剂学.pdf",33,336,"笔记","short","笔记\n方剂\n方歌\n(二)止血剂\n小蓟饮藕蒲归栀，淡竹草地通滑石。凉血止血利水淋，下焦尿血淋热施。附：尿中带血及频数，赤涩热\n小蓟饮子\n痛红数知。组成：小蓟、生地黄、蒲黄、藕节、滑石、木通、淡竹叶、栀子、当归、炙甘草\n槐花侧柏荆积壳,清肠止血风气消。风热湿毒损肠络,肠风脏毒便血疗。便前出血或便后,粪中带血痔"
"27学霸笔记—方剂学.pdf",33,336,"方剂","short","方剂\n方歌\n(二)止血剂\n小蓟饮藕蒲归栀，淡竹草地通滑石。凉血止血利水淋，下焦尿血淋热施。附：尿中带血及频数，赤涩热\n小蓟饮子\n痛红数知。组成：小蓟、生地黄、蒲黄、藕节、滑石、木通、淡竹叶、栀子、当归、炙甘草\n槐花侧柏荆积壳,清肠止血风气消。风热湿毒损肠络,肠风脏毒便血疗。便前出血或便后,粪中带血痔\n槐花散"
"27学霸笔记—方剂学.pdf",33,336,"方歌","short","方歌\n(二)止血剂\n小蓟饮藕蒲归栀，淡竹草地通滑石。凉血止血利水淋，下焦尿血淋热施。附：尿中带血及频数，赤涩热\n小蓟饮子\n痛红数知。组成：小蓟、生地黄、蒲黄、藕节、滑石、木通、淡竹叶、栀子、当归、炙甘草\n槐花侧柏荆积壳,清肠止血风气消。风热湿毒损肠络,肠风脏毒便血疗。便前出血或便后,粪中带血痔\n槐花散\n疮浇。血色鲜红或晦暗，舌红苔黄脉数了。组成：槐花、侧柏叶、荆芥穗、积壳。速记：槐柏荆积"
"27学霸笔记—方剂学.pdf",33,336,"(二)止血剂","paren","(二)止血剂\n小蓟饮藕蒲归栀，淡竹草地通滑石。凉血止血利水淋，下焦尿血淋热施。附：尿中带血及频数，赤涩热\n小蓟饮子\n痛红数知。组成：小蓟、生地黄、蒲黄、藕节、滑石、木通、淡竹叶、栀子、当归、炙甘草\n槐花侧柏荆积壳,清肠止血风气消。风热湿毒损肠络,肠风脏毒便血疗。便前出血或便后,粪中带血痔\n槐花散\n疮浇。血色鲜红或晦暗，舌红苔黄脉数了。组成：槐花、侧柏叶、荆芥穗、积壳。速记：槐柏荆积\n咳血青黛诃子收,萎仁海粉山栀投。清肝宁肺凉止血,肝火犯肺咳血优。嗽痰稠血咯不爽，心烦易怒胁"
"27学霸笔记—方剂学.pdf",33,336,"小蓟饮子","short","小蓟饮子\n痛红数知。组成：小蓟、生地黄、蒲黄、藕节、滑石、木通、淡竹叶、栀子、当归、炙甘草\n槐花侧柏荆积壳,清肠止血风气消。风热湿毒损肠络,肠风脏毒便血疗。便前出血或便后,粪中带血痔\n槐花散\n疮浇。血色鲜红或晦暗，舌红苔黄脉数了。组成：槐花、侧柏叶、荆芥穗、积壳。速记：槐柏荆积\n咳血青黛诃子收,萎仁海粉山栀投。清肝宁肺凉止血,肝火犯肺咳血优。嗽痰稠血咯不爽，心烦易怒胁\n咳血方\n痛凑。咽干苦颊赤便秘，舌红苔黄弦数走。以蜜姜汁丸响化，肝肺同治清肝透。组成：青黛、栀子、瓜萎"
"27学霸笔记—方剂学.pdf",33,336,"槐花散","short","槐花散\n疮浇。血色鲜红或晦暗，舌红苔黄脉数了。组成：槐花、侧柏叶、荆芥穗、积壳。速记：槐柏荆积\n咳血青黛诃子收,萎仁海粉山栀投。清肝宁肺凉止血,肝火犯肺咳血优。嗽痰稠血咯不爽，心烦易怒胁\n咳血方\n痛凑。咽干苦颊赤便秘，舌红苔黄弦数走。以蜜姜汁丸响化，肝肺同治清肝透。组成：青黛、栀子、瓜萎\n仁、海粉、诃子(、蜜、姜汁)\n黄土芩术生地黄,炮附阿胶甘草尝。温阳健脾养止血,脾不统血虚脾阳。便血吐血崩漏,四肢不温血\n黄土汤"
"27学霸笔记—方剂学.pdf",33,336,"咳血方","short","咳血方\n痛凑。咽干苦颊赤便秘，舌红苔黄弦数走。以蜜姜汁丸响化，肝肺同治清肝透。组成：青黛、栀子、瓜萎\n仁、海粉、诃子(、蜜、姜汁)\n黄土芩术生地黄,炮附阿胶甘草尝。温阳健脾养止血,脾不统血虚脾阳。便血吐血崩漏,四肢不温血\n黄土汤\n暗淡。沉细无力面萎黄，淡白寒热刚柔彰。组成：灶心土、炮附子、白术、甘草、阿胶、干地黄、黄芩\n十灰大黄茅二蓟,柏荷栀茜棕丹皮。凉血止血鲜急暴,血热上部出血宜。附：呕吐咯嗽鲤出血,炒炭存\n十灰散"
"27学霸笔记—方剂学.pdf",33,336,"黄土汤","short","黄土汤\n暗淡。沉细无力面萎黄，淡白寒热刚柔彰。组成：灶心土、炮附子、白术、甘草、阿胶、干地黄、黄芩\n十灰大黄茅二蓟,柏荷栀茜棕丹皮。凉血止血鲜急暴,血热上部出血宜。附：呕吐咯嗽鲤出血,炒炭存\n十灰散\n性清降瘀。组成：大蓟、小蓟、荷叶、柏叶、茅根、茜根、栀子、大黄、牡丹皮、棕榈皮\n胶艾甘草四物先，养血止血经胎安。冲任虚损血虚寒，崩漏经多淋漓产。附：产后流产伤冲任，妊娠下\n胶艾汤\n血腹痛连。组成：川芎、阿胶、甘草、艾叶、当归、芍药、干地黄、酒。四物即四物汤。注意胶艾汤的地黄"
"27学霸笔记—方剂学.pdf",33,336,"十灰散","short","十灰散\n性清降瘀。组成：大蓟、小蓟、荷叶、柏叶、茅根、茜根、栀子、大黄、牡丹皮、棕榈皮\n胶艾甘草四物先，养血止血经胎安。冲任虚损血虚寒，崩漏经多淋漓产。附：产后流产伤冲任，妊娠下\n胶艾汤\n血腹痛连。组成：川芎、阿胶、甘草、艾叶、当归、芍药、干地黄、酒。四物即四物汤。注意胶艾汤的地黄\n为干地黄\n十四、治风剂\n(一)疏散外风剂"
"27学霸笔记—方剂学.pdf",33,336,"胶艾汤","short","胶艾汤\n血腹痛连。组成：川芎、阿胶、甘草、艾叶、当归、芍药、干地黄、酒。四物即四物汤。注意胶艾汤的地黄\n为干地黄\n十四、治风剂\n(一)疏散外风剂\n大秦汤羌独防,芎芷辛芩二地黄。石膏归芍苓甘术,风热养血活血安。风邪散见不拘经,风邪初中经络\n大秦汤\n尝。附：口蜗不言见舌强，手足不动气血兼。治风治血风自灭，六经中风轻通镶。本方生地熟地同用。组"
"27学霸笔记—方剂学.pdf",33,336,"为干地黄","short","为干地黄\n十四、治风剂\n(一)疏散外风剂\n大秦汤羌独防,芎芷辛芩二地黄。石膏归芍苓甘术,风热养血活血安。风邪散见不拘经,风邪初中经络\n大秦汤\n尝。附：口蜗不言见舌强，手足不动气血兼。治风治血风自灭，六经中风轻通镶。本方生地熟地同用。组\n成：秦、甘草、川芎、当归、白芍、细辛、石膏、白芷、白术、生地、熟地、独活、羌活、防风、黄芩、茯苓\n川芎茶调散荆防，辛芷薄荷甘草羌。疏风止痛风头痛，偏正巅顶头痛康。寒热目眩浮鼻塞，风散顶上防"
"27学霸笔记—方剂学.pdf",33,336,"十四、治风剂","numbered","十四、治风剂\n(一)疏散外风剂\n大秦汤羌独防,芎芷辛芩二地黄。石膏归芍苓甘术,风热养血活血安。风邪散见不拘经,风邪初中经络\n大秦汤\n尝。附：口蜗不言见舌强，手足不动气血兼。治风治血风自灭，六经中风轻通镶。本方生地熟地同用。组\n成：秦、甘草、川芎、当归、白芍、细辛、石膏、白芷、白术、生地、熟地、独活、羌活、防风、黄芩、茯苓\n川芎茶调散荆防，辛芷薄荷甘草羌。疏风止痛风头痛，偏正巅顶头痛康。寒热目眩浮鼻塞，风散顶上防\n川芎茶调散"
"27学霸笔记—方剂学.pdf",33,336,"(一)疏散外风剂","paren","(一)疏散外风剂\n大秦汤羌独防,芎芷辛芩二地黄。石膏归芍苓甘术,风热养血活血安。风邪散见不拘经,风邪初中经络\n大秦汤\n尝。附：口蜗不言见舌强，手足不动气血兼。治风治血风自灭，六经中风轻通镶。本方生地熟地同用。组\n成：秦、甘草、川芎、当归、白芍、细辛、石膏、白芷、白术、生地、熟地、独活、羌活、防风、黄芩、茯苓\n川芎茶调散荆防，辛芷薄荷甘草羌。疏风止痛风头痛，偏正巅顶头痛康。寒热目眩浮鼻塞，风散顶上防\n川芎茶调散\n燥散。组成：川芎、荆芥、白芷、羌活、甘草、细辛、防风、薄荷叶、茶"
"27学霸笔记—方剂学.pdf",33,336,"大秦汤","short","大秦汤\n尝。附：口蜗不言见舌强，手足不动气血兼。治风治血风自灭，六经中风轻通镶。本方生地熟地同用。组\n成：秦、甘草、川芎、当归、白芍、细辛、石膏、白芷、白术、生地、熟地、独活、羌活、防风、黄芩、茯苓\n川芎茶调散荆防，辛芷薄荷甘草羌。疏风止痛风头痛，偏正巅顶头痛康。寒热目眩浮鼻塞，风散顶上防\n川芎茶调散\n燥散。组成：川芎、荆芥、白芷、羌活、甘草、细辛、防风、薄荷叶、茶\n《外科正宗》消风散内用荆防，蝉蜕胡麻苦参苍。知膏蒡通归地草,风疹湿疹服之康。疏风养血清热湿，\n疹红身云斑点痒。附：抓破渗水苔白黄，浮数风血风灭亡。组成：荆芥、防风、牛蒡子、蝉蜕、苍术、苦参、"
"27学霸笔记—方剂学.pdf",33,336,"川芎茶调散","short","川芎茶调散\n燥散。组成：川芎、荆芥、白芷、羌活、甘草、细辛、防风、薄荷叶、茶\n《外科正宗》消风散内用荆防，蝉蜕胡麻苦参苍。知膏蒡通归地草,风疹湿疹服之康。疏风养血清热湿，\n疹红身云斑点痒。附：抓破渗水苔白黄，浮数风血风灭亡。组成：荆芥、防风、牛蒡子、蝉蜕、苍术、苦参、\n石膏、知母、生地、当归、胡麻、木通、甘草\n消风散\n《太平惠民和剂局方》局方消风荆穗防，羌芎茯蝉草僵蚕。人参厚朴陈藿香,诸风上攻血风痒。附：祛风\n止痒健脾湿，头目昏痛背拘僵。肢体烦疼肉蠕动，目眩眩晕耳鸣蝉。眼涩好睡鼻塞嚏，皮肤顽麻瘾疹"
"27学霸笔记—方剂学.pdf",33,336,"消风散","short","消风散\n《太平惠民和剂局方》局方消风荆穗防，羌芎茯蝉草僵蚕。人参厚朴陈藿香,诸风上攻血风痒。附：祛风\n止痒健脾湿，头目昏痛背拘僵。肢体烦疼肉蠕动，目眩眩晕耳鸣蝉。眼涩好睡鼻塞嚏，皮肤顽麻瘾疹\n痒。妇人血风头肿痒,眉棱骨痛恶晕眩。组成：荆芥穗、甘草、川芎、羌活、白僵蚕、防风、茯苓、蝉壳、藿\n香、人参、厚朴、陈皮\n牵正白附蝎僵蚕，热酒口眼蜗斜良。祛风化痰通络痉，风痰阻络偏寒彰。组成：白附子、白僵蚕、全\n牵正散\n蝎(、热酒)"
"27学霸笔记—方剂学.pdf",33,336,"牵正散","short","牵正散\n蝎(、热酒)\n小活络丹天南星，二乌乳没地龙庭。风湿痰络活血痛，风寒湿痹痰瘀经。附：肢体筋痛麻拘挛,关节屈\n小活络丹\n伸痛不定。中风不仁久不愈，经络湿痰瘀血经。腰腿沉重腿臂痛，淡紫苔白峻缓宁。组成：炮川乌、炮\n草乌、地龙、炮天南星、乳香、没药\n玉真散治破伤风，牙关紧急反张弓。星麻白附羌防芷，祛风化痰搐痉通。附：口唇紧身强直，咬牙缩\n玉真散"
"27学霸笔记—方剂学.pdf",33,336,"小活络丹","short","小活络丹\n伸痛不定。中风不仁久不愈，经络湿痰瘀血经。腰腿沉重腿臂痛，淡紫苔白峻缓宁。组成：炮川乌、炮\n草乌、地龙、炮天南星、乳香、没药\n玉真散治破伤风，牙关紧急反张弓。星麻白附羌防芷，祛风化痰搐痉通。附：口唇紧身强直，咬牙缩\n玉真散\n舌弦紧同。组成：天南星、防风、白芷、天麻、羌活、白附子（、热酒)\n（二）平息内风剂\n俞氏羚角钩藤汤，桑菊茯神鲜地黄。贝草竹茹同芍药,肝热生风急煎尝。附：凉肝息风增液筋，高热烦"
"27学霸笔记—方剂学.pdf",33,336,"玉真散","short","玉真散\n舌弦紧同。组成：天南星、防风、白芷、天麻、羌活、白附子（、热酒)\n（二）平息内风剂\n俞氏羚角钩藤汤，桑菊茯神鲜地黄。贝草竹茹同芍药,肝热生风急煎尝。附：凉肝息风增液筋，高热烦\n羚角钩藤汤\n闷躁扰慌。手足抽搐发痉厥，神昏弦数焦干绛。组成：羚羊角片、钩藤、桑叶、菊花、生地、生白芍、川贝\n母、竹茹、茯神、生甘草\n/336"
"27学霸笔记—方剂学.pdf",33,336,"（二）平息内风剂","paren","（二）平息内风剂\n俞氏羚角钩藤汤，桑菊茯神鲜地黄。贝草竹茹同芍药,肝热生风急煎尝。附：凉肝息风增液筋，高热烦\n羚角钩藤汤\n闷躁扰慌。手足抽搐发痉厥，神昏弦数焦干绛。组成：羚羊角片、钩藤、桑叶、菊花、生地、生白芍、川贝\n母、竹茹、茯神、生甘草\n/336"
"27学霸笔记—方剂学.pdf",33,336,"羚角钩藤汤","short","羚角钩藤汤\n闷躁扰慌。手足抽搐发痉厥，神昏弦数焦干绛。组成：羚羊角片、钩藤、桑叶、菊花、生地、生白芍、川贝\n母、竹茹、茯神、生甘草\n/336"
"27学霸笔记—方剂学.pdf",34,337,"方剂","short","方剂\n方歌\n镇肝息风芍天冬，玄参牡蛎赭茵供，麦龟膝草龙骨棘，滋阴潜阳肝风从。肝肾阴虚肝阳亢，化风气血逆\n类中。附：晕眩耳鸣与目胀，脑部热痛面醉松。心中烦热时气，肢体不利口蜗中。眩晕颠仆昏不知，\n镇肝熄风汤\n移醒不复弦长同。组成：怀牛膝、代赭石、生龙骨、生牡蛎、生龟板、白芍、玄参、天冬、茵陈、川楝子、生麦\n芽、甘草\n天麻钩藤石决明，栀芩杜膝益母清。桑寄交藤茯神人,肝阳偏亢肝风宁。平肝息风补肝肾，清热活血平"
"27学霸笔记—方剂学.pdf",34,337,"方歌","short","方歌\n镇肝息风芍天冬，玄参牡蛎赭茵供，麦龟膝草龙骨棘，滋阴潜阳肝风从。肝肾阴虚肝阳亢，化风气血逆\n类中。附：晕眩耳鸣与目胀，脑部热痛面醉松。心中烦热时气，肢体不利口蜗中。眩晕颠仆昏不知，\n镇肝熄风汤\n移醒不复弦长同。组成：怀牛膝、代赭石、生龙骨、生牡蛎、生龟板、白芍、玄参、天冬、茵陈、川楝子、生麦\n芽、甘草\n天麻钩藤石决明，栀芩杜膝益母清。桑寄交藤茯神人,肝阳偏亢肝风宁。平肝息风补肝肾，清热活血平\n天麻钩藤饮"
"27学霸笔记—方剂学.pdf",34,337,"镇肝熄风汤","short","镇肝熄风汤\n移醒不复弦长同。组成：怀牛膝、代赭石、生龙骨、生牡蛎、生龟板、白芍、玄参、天冬、茵陈、川楝子、生麦\n芽、甘草\n天麻钩藤石决明，栀芩杜膝益母清。桑寄交藤茯神人,肝阳偏亢肝风宁。平肝息风补肝肾，清热活血平\n天麻钩藤饮\n养清。附：头痛眩晕与失眠，弦数红黄心肾肝。组成：天麻、钩藤、石决明、栀子、黄芩、川牛膝、杜仲、益\n母草、桑寄生、夜交藤、茯神\n大定风珠鸡子黄，胶芍龟鳖牡味襄。麦冬生地麻仁草，滋阴息风风动方。附：阴虚风动温后期，神倦"
"27学霸笔记—方剂学.pdf",34,337,"天麻钩藤饮","short","天麻钩藤饮\n养清。附：头痛眩晕与失眠，弦数红黄心肾肝。组成：天麻、钩藤、石决明、栀子、黄芩、川牛膝、杜仲、益\n母草、桑寄生、夜交藤、茯神\n大定风珠鸡子黄，胶芍龟鳖牡味襄。麦冬生地麻仁草，滋阴息风风动方。附：阴虚风动温后期，神倦\n大定风珠\n疯见舌绛。苔少脉弱时欲脱，酸甘咸法息风养。组成：生白芍、阿胶、生龟板、干地黄、麻仁、五味子、生\n牡蛎、麦冬、炙甘草、生鸡子黄、生鳖甲\n阿胶鸡子黄汤好,地芍钩藤牡蛎草。石决茯神络石藤，阴虚风动此方保。滋阴养血柔肝风，热久阴血虚"
"27学霸笔记—方剂学.pdf",34,337,"大定风珠","short","大定风珠\n疯见舌绛。苔少脉弱时欲脱，酸甘咸法息风养。组成：生白芍、阿胶、生龟板、干地黄、麻仁、五味子、生\n牡蛎、麦冬、炙甘草、生鸡子黄、生鳖甲\n阿胶鸡子黄汤好,地芍钩藤牡蛎草。石决茯神络石藤，阴虚风动此方保。滋阴养血柔肝风，热久阴血虚\n阿胶鸡子黄汤\n风逃。附：筋脉拘急肢愈疯，晕眩舌绛细数疗。组成：阿胶、生白芍、石决明、钩藤、生地、炙甘草、生牡\n蛎、络石藤、茯神、鸡子黄\n十五、治燥剂"
"27学霸笔记—方剂学.pdf",34,337,"阿胶鸡子黄汤","short","阿胶鸡子黄汤\n风逃。附：筋脉拘急肢愈疯，晕眩舌绛细数疗。组成：阿胶、生白芍、石决明、钩藤、生地、炙甘草、生牡\n蛎、络石藤、茯神、鸡子黄\n十五、治燥剂\n(一)轻宣外燥\n杏苏散内夏陈前，积桔苓甘姜枣研。轻宣凉燥理肺痰，外感凉燥痰湿痊。附：恶寒无汗头微痛，咳痰稀\n杏苏散\n塞咽干弦。组成：苏叶、杏仁、前胡、苦桔梗、积壳、半夏、陈皮、茯苓、生姜、大枣、甘草"
"27学霸笔记—方剂学.pdf",34,337,"十五、治燥剂","numbered","十五、治燥剂\n(一)轻宣外燥\n杏苏散内夏陈前，积桔苓甘姜枣研。轻宣凉燥理肺痰，外感凉燥痰湿痊。附：恶寒无汗头微痛，咳痰稀\n杏苏散\n塞咽干弦。组成：苏叶、杏仁、前胡、苦桔梗、积壳、半夏、陈皮、茯苓、生姜、大枣、甘草\n第四部分\n清燥救肺参草杷，桑膏胶杏麦胡麻。清燥润肺益气阴，温燥伤肺重证夸。附：身热头痛干咳见，气逆而\n清燥救肺汤"
"27学霸笔记—方剂学.pdf",34,337,"(一)轻宣外燥","paren","(一)轻宣外燥\n杏苏散内夏陈前，积桔苓甘姜枣研。轻宣凉燥理肺痰，外感凉燥痰湿痊。附：恶寒无汗头微痛，咳痰稀\n杏苏散\n塞咽干弦。组成：苏叶、杏仁、前胡、苦桔梗、积壳、半夏、陈皮、茯苓、生姜、大枣、甘草\n第四部分\n清燥救肺参草杷，桑膏胶杏麦胡麻。清燥润肺益气阴，温燥伤肺重证夸。附：身热头痛干咳见，气逆而\n清燥救肺汤\n喘咽干麻。胸满胁痛心烦渴，干少脉虚大数查。宣清有降清有润，培土生金气阴加。组成：桑叶、石"
"27学霸笔记—方剂学.pdf",34,337,"杏苏散","short","杏苏散\n塞咽干弦。组成：苏叶、杏仁、前胡、苦桔梗、积壳、半夏、陈皮、茯苓、生姜、大枣、甘草\n第四部分\n清燥救肺参草杷，桑膏胶杏麦胡麻。清燥润肺益气阴，温燥伤肺重证夸。附：身热头痛干咳见，气逆而\n清燥救肺汤\n喘咽干麻。胸满胁痛心烦渴，干少脉虚大数查。宣清有降清有润，培土生金气阴加。组成：桑叶、石\n膏、甘草、人参、胡麻仁、阿胶、麦门冬、杏仁、枇杷叶\n桑杏汤中象贝宜,沙参栀豉与梨皮。清宣温燥润肺咳,温燥肺卫轻证医。附：微恶风寒见头痛,身热不"
"27学霸笔记—方剂学.pdf",34,337,"第四部分","short","第四部分\n清燥救肺参草杷，桑膏胶杏麦胡麻。清燥润肺益气阴，温燥伤肺重证夸。附：身热头痛干咳见，气逆而\n清燥救肺汤\n喘咽干麻。胸满胁痛心烦渴，干少脉虚大数查。宣清有降清有润，培土生金气阴加。组成：桑叶、石\n膏、甘草、人参、胡麻仁、阿胶、麦门冬、杏仁、枇杷叶\n桑杏汤中象贝宜,沙参栀豉与梨皮。清宣温燥润肺咳,温燥肺卫轻证医。附：微恶风寒见头痛,身热不\n桑杏汤\n甚口渴治。口干鼻燥咳无痰，痰少而黏白干止。浮数右大燥透散，辛凉甘润不滋腻。组成：桑叶、杏仁、"
"27学霸笔记—方剂学.pdf",34,337,"清燥救肺汤","short","清燥救肺汤\n喘咽干麻。胸满胁痛心烦渴，干少脉虚大数查。宣清有降清有润，培土生金气阴加。组成：桑叶、石\n膏、甘草、人参、胡麻仁、阿胶、麦门冬、杏仁、枇杷叶\n桑杏汤中象贝宜,沙参栀豉与梨皮。清宣温燥润肺咳,温燥肺卫轻证医。附：微恶风寒见头痛,身热不\n桑杏汤\n甚口渴治。口干鼻燥咳无痰，痰少而黏白干止。浮数右大燥透散，辛凉甘润不滋腻。组成：桑叶、杏仁、\n沙参、象贝、香豉、梨皮、栀皮\n沙参麦冬玉竹汤，扁豆花粉甘草桑，清养肺胃生津燥，燥伤肺胃阴分干。咽干口燥或身热，干咳细数红"
"27学霸笔记—方剂学.pdf",34,337,"桑杏汤","short","桑杏汤\n甚口渴治。口干鼻燥咳无痰，痰少而黏白干止。浮数右大燥透散，辛凉甘润不滋腻。组成：桑叶、杏仁、\n沙参、象贝、香豉、梨皮、栀皮\n沙参麦冬玉竹汤，扁豆花粉甘草桑，清养肺胃生津燥，燥伤肺胃阴分干。咽干口燥或身热，干咳细数红\n沙参麦冬汤\n少安。组成：沙参、玉竹、生甘草、冬桑叶、麦冬、生扁豆、天花粉\n(二)滋润内燥\n养阴清肺玄草丹，贝母薄芍冬地黄。解毒利咽养清肺，阴虚肺燥白喉尝。附：喉间白腐不易拭，咽喉肿"
"27学霸笔记—方剂学.pdf",34,337,"沙参麦冬汤","short","沙参麦冬汤\n少安。组成：沙参、玉竹、生甘草、冬桑叶、麦冬、生扁豆、天花粉\n(二)滋润内燥\n养阴清肺玄草丹，贝母薄芍冬地黄。解毒利咽养清肺，阴虚肺燥白喉尝。附：喉间白腐不易拭，咽喉肿\n养阴清肺汤\n痛或热长。鼻干唇燥呼吸声，或咳似喘非喘忙。组成：生地黄、麦冬、玄参、炒白芍、丹皮、贝母、生甘草、\n薄荷\n麦门冬汤用人参，枣草梗米半夏分。虚热肺痿胃阴虚，滋养肺胃降逆珍。附：咳唾涎沫短气喘，咽干渴"
"27学霸笔记—方剂学.pdf",34,337,"(二)滋润内燥","paren","(二)滋润内燥\n养阴清肺玄草丹，贝母薄芍冬地黄。解毒利咽养清肺，阴虚肺燥白喉尝。附：喉间白腐不易拭，咽喉肿\n养阴清肺汤\n痛或热长。鼻干唇燥呼吸声，或咳似喘非喘忙。组成：生地黄、麦冬、玄参、炒白芍、丹皮、贝母、生甘草、\n薄荷\n麦门冬汤用人参，枣草梗米半夏分。虚热肺痿胃阴虚，滋养肺胃降逆珍。附：咳唾涎沫短气喘，咽干渴\n麦门冬汤\n燥逆呕镇。去性存用夏麦冬，培土生金肺胃根。组成：麦门冬、半夏、人参、甘草、粳米、大枣"
"27学霸笔记—方剂学.pdf",34,337,"养阴清肺汤","short","养阴清肺汤\n痛或热长。鼻干唇燥呼吸声，或咳似喘非喘忙。组成：生地黄、麦冬、玄参、炒白芍、丹皮、贝母、生甘草、\n薄荷\n麦门冬汤用人参，枣草梗米半夏分。虚热肺痿胃阴虚，滋养肺胃降逆珍。附：咳唾涎沫短气喘，咽干渴\n麦门冬汤\n燥逆呕镇。去性存用夏麦冬，培土生金肺胃根。组成：麦门冬、半夏、人参、甘草、粳米、大枣\n百合固金二地黄，玄参贝母桔甘藏。麦冬芍药当归配，喘咳痰血肺家伤。组成：熟地、生地、当归身、白\n百合固金汤"
"27学霸笔记—方剂学.pdf",34,337,"薄荷","short","薄荷\n麦门冬汤用人参，枣草梗米半夏分。虚热肺痿胃阴虚，滋养肺胃降逆珍。附：咳唾涎沫短气喘，咽干渴\n麦门冬汤\n燥逆呕镇。去性存用夏麦冬，培土生金肺胃根。组成：麦门冬、半夏、人参、甘草、粳米、大枣\n百合固金二地黄，玄参贝母桔甘藏。麦冬芍药当归配，喘咳痰血肺家伤。组成：熟地、生地、当归身、白\n百合固金汤\n芍、玄参、麦冬、百合、贝母、生甘草、桔梗。本方生地、熟地同用\n增液汤用玄地冬,增水行舟燥便通。阳明津亏肠燥秘,增液润燥泻补功。附：津液不足秘口渴，干红细"
"27学霸笔记—方剂学.pdf",34,337,"麦门冬汤","short","麦门冬汤\n燥逆呕镇。去性存用夏麦冬，培土生金肺胃根。组成：麦门冬、半夏、人参、甘草、粳米、大枣\n百合固金二地黄，玄参贝母桔甘藏。麦冬芍药当归配，喘咳痰血肺家伤。组成：熟地、生地、当归身、白\n百合固金汤\n芍、玄参、麦冬、百合、贝母、生甘草、桔梗。本方生地、熟地同用\n增液汤用玄地冬,增水行舟燥便通。阳明津亏肠燥秘,增液润燥泻补功。附：津液不足秘口渴，干红细\n增液汤\n数沉无力。组成：玄参、麦冬、生地"
"27学霸笔记—方剂学.pdf",34,337,"百合固金汤","short","百合固金汤\n芍、玄参、麦冬、百合、贝母、生甘草、桔梗。本方生地、熟地同用\n增液汤用玄地冬,增水行舟燥便通。阳明津亏肠燥秘,增液润燥泻补功。附：津液不足秘口渴，干红细\n增液汤\n数沉无力。组成：玄参、麦冬、生地\n益胃冰玉沙参清，麦冬生地养胃阴。饥不欲食口咽燥，便干细数红少津。组成：沙参、麦冬、冰糖、玉竹、\n益胃汤\n生地。速记：沙麦冰玉地"
"27学霸笔记—方剂学.pdf",34,337,"增液汤","short","增液汤\n数沉无力。组成：玄参、麦冬、生地\n益胃冰玉沙参清，麦冬生地养胃阴。饥不欲食口咽燥，便干细数红少津。组成：沙参、麦冬、冰糖、玉竹、\n益胃汤\n生地。速记：沙麦冰玉地\n玉液山药葛根芪，花粉知味鸡内宜。气阴两虚之消渴，补脾固肾津阴气。附：口干渴饮水不解，尿频数\n玉液汤\n多浊短气。困倦舌嫩红而干，脉象虚细而无力。组成：生山药、生黄芪、知母、葛根、五味子、天花粉、生"
